Frequency [Hz],repeat,VL_rms [V],VR_rms [V],Irms [A],XL [Ohm],L [H]
5000.0,1,0.7353910254578857,0.8626702932708418,0.015404826665550746,47.737702047788304,0.0015195382505507205
5000.0,2,0.7353910254578857,0.8626702932708418,0.015404826665550746,47.737702047788304,0.0015195382505507205
5000.0,3,0.7353910254578857,0.8626702932708418,0.015404826665550746,47.737702047788304,0.0015195382505507205
5000.0,4,0.7353910254578857,0.8626702932708418,0.015404826665550746,47.737702047788304,0.0015195382505507205
5000.0,5,0.7353910254578857,0.8626702932708418,0.015404826665550746,47.737702047788304,0.0015195382505507205
5000.0,6,0.7353910254578857,0.8626702932708418,0.015404826665550746,47.737702047788304,0.0015195382505507205
5000.0,7,0.7636752697292238,0.8626702932708418,0.015404826665550746,49.5737658273691,0.001577981975821175
5000.0,8,0.7353910254578857,0.8626702932708418,0.015404826665550746,47.737702047788304,0.0015195382505507205
5000.0,9,0.7353910254578857,0.8626702932708418,0.015404826665550746,47.737702047788304,0.0015195382505507205
5000.0,10,0.7353910254578857,0.8626702932708418,0.015404826665550746,47.737702047788304,0.0015195382505507205
