Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500.0,1,1.0597234894943959,115.7934440029583,-0.46111544592384474,0.9541417188849007,0.9140496673508968,-155.45585254855303,-0.8314574849080791,-0.3796909864279326,0.01632231548840887,64.92482578510065,4.902745326377733e-06,0.0,0.9161693111440984,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,1.0591066689350748,115.82854185305871,-0.46143110477259164,0.953303871664799,0.9142844324025836,-155.46842216211454,-0.8317543353576429,-0.3796060444032473,0.016326507721474707,64.87037442440936,4.9068606279543435e-06,0.0,0.9161693111440984,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,1.0596444985257465,115.79487070674575,-0.4611048315977394,0.9540591163723037,0.9143584387246324,-155.4965256641184,-0.8320077725695002,-0.37922871838889827,0.016327829262939863,64.89806338990068,4.904767100235621e-06,0.0,0.9161693111440984,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,1.0594000869149693,115.86086526564887,-0.46209682285602943,0.9533074375361854,0.9141383349197796,-155.45238198510856,-0.8315151379188576,-0.37977818628995835,0.016323898837853207,64.89871674886545,4.904717722162902e-06,0.0,0.9161693111440984,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,1.0588442666473183,115.84810088409671,-0.46164210280823875,0.9529101478768526,0.9147763097461721,-155.44213130465806,-0.8320274440870566,-0.38019209507666574,0.01633529124546736,64.81942995299343,4.910717147846358e-06,0.0,0.9161693111440984,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,1.0423475450115318,118.37159075482961,-0.49531103499252976,0.917145235612221,0.8694785680011828,-156.69945009116245,-0.7985661435674407,-0.3439260015776841,0.015526403000021121,67.13387157412531,4.7414200718683635e-06,0.0,0.8683691372534128,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,1.0118297697762177,114.8547059634014,-0.42529090901356736,0.9181106282555535,0.8703758331638325,-156.66068034282574,-0.7991570860694901,-0.3448217550279523,0.015542425592211294,65.1011493523425,4.8894664587413635e-06,0.0,0.8683691372534128,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,1.0088464009015807,114.69057039676562,-0.4214128449192066,0.9166145726253613,0.869830125584096,-156.66309069070502,-0.7986705275003068,-0.3445719603740646,0.015532680814001715,64.94992158675986,4.900850969598071e-06,0.0,0.8683691372534128,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,1.0111538308772685,114.67494246425045,-0.422126096607156,0.9188262231025961,0.8717979812518083,-156.6002686385241,-0.8000982533030434,-0.34622897795555363,0.015567821093782292,64.95153206000795,4.9007294529974745e-06,0.0,0.8683691372534128,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,1.0116095597645411,114.77249876431978,-0.42388090757937313,0.9185199385950725,0.8716999099106767,-156.60897652580815,-0.8000608528659556,-0.34606843925686365,0.015566069819833512,64.98811655563811,4.89797062992704e-06,0.0,0.8683691372534128,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
